fecha,entidad_id,entidad_nombre,programa,proyecto,actividad,categoria,descripcion,grupo_1,grupo_2,grupo_3,grupo_4,grupo_5,grupo_6,grupo_7,grupo_8,grupo_9,total,nivel_institucional
2009,351,Prefectura del Departamento de Chuquisaca,11,26,0,DESARROLLO DE LA ELECTRIFICACION,CONST. ELECT. RURAL PIEDRA GRANDE YUNGUILLAS,0,0,0,482790,0,0,0,0,0,482790,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,0,1,DESARROLLO PRODUCTIVO AGROPECUARIO,SECRETARIA DEPARTAMENTAL PRODUCTIVO - SUPERVISION,982879,163652,217520,27100,0,0,0,0,0,1391151,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,0,2,DESARROLLO PRODUCTIVO AGROPECUARIO,SERVICIO DEPARTAMENTAL AGROPECUARIO - SUPERVISION,317338,76200,70899,20200,0,0,0,0,0,484637,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,0,70,DESARROLLO PRODUCTIVO AGROPECUARIO,PROGRAMA DE COMPETITIVIDAD Y DESARROLLO,101540,1057292,241168,0,0,0,0,0,0,1400000,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,0,71,DESARROLLO PRODUCTIVO AGROPECUARIO,PROGRAMA INTELIGENCIA DE MERCADOS,0,724156,25844,0,0,0,0,0,0,750000,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,0,80,DESARROLLO PRODUCTIVO AGROPECUARIO,PROGRAMA DEPARTAMENTAL DE EMERGENCIAS,349011,2235543,3784500,8000,0,0,0,0,0,6377054,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,0,90,DESARROLLO PRODUCTIVO AGROPECUARIO,PROGRAMA CENTRO EL SALVADOR,464120,335900,307050,47100,0,0,0,0,0,1154170,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,0,93,DESARROLLO PRODUCTIVO AGROPECUARIO,PROGRAMA DE DESARROLLO AGROPECUARIO,273455,736828,609217,80500,0,0,0,0,0,1700000,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,0,94,DESARROLLO PRODUCTIVO AGROPECUARIO,PROGRAMA FRUTICOLA FORESTAL,0,386632,251118,62250,0,0,0,0,0,700000,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,0,95,DESARROLLO PRODUCTIVO AGROPECUARIO,PROGRAMA DE DESARROLLO PECUARIO,0,410264,105639,114097,0,0,0,0,0,630000,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,0,96,DESARROLLO PRODUCTIVO AGROPECUARIO,PROGRAMA DE DESARROLLO AGRICOLA,0,333000,324750,42250,0,0,0,0,0,700000,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,2,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO SEGURA,0,4800,0,5105431,0,0,0,0,0,5110231,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,3,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO JAILIA,0,0,0,20000,0,0,0,0,0,20000,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,4,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO COLPANAYOC,0,0,0,19500,0,0,0,0,0,19500,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,5,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO ITAPENTI,0,0,0,625024,0,0,0,0,0,625024,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,6,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO KOACHILE,0,0,0,723702,0,0,0,0,0,723702,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,7,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO LA PAMPA AZURDUY,0,0,0,774752,0,0,0,0,0,774752,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,8,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO CORMA,0,0,0,150608,0,0,0,0,0,150608,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,9,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO MONTE SANDOVAL,0,0,0,1400407,0,0,0,0,0,1400407,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,10,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO ESCANA RED SECUNDARIA,0,0,0,470355,0,0,0,0,0,470355,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,11,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO SAN JORGE,0,55000,0,2894157,0,0,0,0,0,2949157,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,12,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO PEDERNAL,0,0,0,161019,0,0,0,0,0,161019,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,13,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO CAMBLAYA,0,0,0,232000,0,0,0,0,0,232000,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,14,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO LA MENDOZA,0,0,0,93502,0,0,0,0,0,93502,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,15,0,DESARROLLO PRODUCTIVO AGROPECUARIO,TRANSF. ALTERNATIVAS TEC. APLIC. CULTIVO TRIGO,438720,53857,122390,1143400,0,0,0,0,0,1758367,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,16,0,DESARROLLO PRODUCTIVO AGROPECUARIO,TRANSF. ALTERNATIVAS TECNOL. APLICADA CULTIVO MANI,491759,97020,166005,439200,0,0,0,0,0,1193984,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,17,0,DESARROLLO PRODUCTIVO AGROPECUARIO,IMPLEM. MODULOS INTEGRALES COMPLEJO LECHERO,272904,1304614,1205366,625970,0,0,0,0,0,3408854,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,18,0,DESARROLLO PRODUCTIVO AGROPECUARIO,IMPLEM. DESARROLLO AMARANTO,0,216000,76094,0,0,0,0,0,0,292094,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,19,0,DESARROLLO PRODUCTIVO AGROPECUARIO,MEJ. PROD. PECUARIA Y SEG ALIMENT. CHACO CHUQUISAQUEÑO,0,1003000,0,2997000,0,0,0,0,0,4000000,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,20,0,DESARROLLO PRODUCTIVO AGROPECUARIO,DESAR. VITICOLA EN EL CAÑON DE LOS CINTIS,0,500000,1130000,1370000,0,0,0,0,0,3000000,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,21,0,DESARROLLO PRODUCTIVO AGROPECUARIO,MANEJO INTEGRAL CULTIVO CITRICOS CHACO CHUQUISAQUEÑO,0,1310400,0,2689600,0,0,0,0,0,4000000,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,22,0,DESARROLLO PRODUCTIVO AGROPECUARIO,IMPLEM. CENTROS TRANSF. AGRICOLA DEPTO CHUQUISACA,0,660000,249000,2091000,0,0,0,0,0,3000000,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,23,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SILOS FAMILIARES EN EL DPTO DE CHUQUISACA,0,0,3840000,660000,0,0,0,0,0,4500000,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,24,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONSER. RECURSOS NATURALES PARA DESAR. AGROPECUARIO,514853,180146,192594,0,0,0,0,0,0,887593,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,25,0,DESARROLLO PRODUCTIVO AGROPECUARIO,IMPLEM. CENTRO INVEST. E INNOV. TECNOLOG. AGRICOLA IBOPEREND,276984,67734,103764,1530680,0,0,0,0,0,1979162,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,26,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO IGUEMBE,0,0,0,240000,0,0,0,0,0,240000,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,27,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO LA CUEVA,0,0,0,1500000,0,0,0,0,0,1500000,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,28,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO KHARAHUASI,0,1600,0,98400,0,0,0,0,0,100000,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,29,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO INCAHUASI,296947,137660,836794,5195546,0,0,0,0,0,6466947,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,30,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO SAN LUCAS,0,0,0,7219761,0,0,0,0,0,7219761,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,31,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO SAN JUAN DEL PIRAI,0,0,0,2200078,0,0,0,0,0,2200078,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,32,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO TIGUIPA,0,0,0,80444,0,0,0,0,0,80444,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,33,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO ESCALERAS - VILLA SERRANO,0,0,0,18326116,0,0,0,0,0,18326116,PD
2009,351,Prefectura del Departamento de Chuquisaca,12,34,0,DESARROLLO PRODUCTIVO AGROPECUARIO,CONST. SISTEMA DE RIEGO EL PERAL,0,0,0,346776,0,0,0,0,0,346776,PD
2009,351,Prefectura del Departamento de Chuquisaca,13,0,70,DESARROLLO DE LA INDUSTRIA DEL TURISMO,PROGRAMA DE PROMOCION DEL TURISMO,160433,743366,83711,57490,0,0,0,0,0,1045000,PD
2009,351,Prefectura del Departamento de Chuquisaca,13,0,90,DESARROLLO DE LA INDUSTRIA DEL TURISMO,FESTIVAL INTERNACIONAL DE CULTURAS,479278,2695747,153690,0,0,0,0,0,0,3328715,PD
2009,351,Prefectura del Departamento de Chuquisaca,13,1,0,DESARROLLO DE LA INDUSTRIA DEL TURISMO,RESTAU.  EDIFICIOS LA GLORIETA Y FLORIDA (C.I.C.C),0,0,0,2126385,0,0,0,0,0,2126385,PD
2009,351,Prefectura del Departamento de Chuquisaca,13,2,0,DESARROLLO DE LA INDUSTRIA DEL TURISMO,"PROTEC. SITIOS ARQ. EN CAMARGO, VILLA ABECIA Y LAS CARRER",0,0,0,59600,0,0,0,0,0,59600,PD
2009,351,Prefectura del Departamento de Chuquisaca,13,3,0,DESARROLLO DE LA INDUSTRIA DEL TURISMO,ELAB. PLAN FORM. PLAN DESAR. TURISTICO MANC. CHACO CHUQUIS,0,44800,0,0,0,0,0,0,0,44800,PD
2009,351,Prefectura del Departamento de Chuquisaca,13,4,0,DESARROLLO DE LA INDUSTRIA DEL TURISMO,DESAR. RUTA TURISTICA DOÑA JUANA -CAMINOS DE LA LIBERTAD,0,200000,0,0,0,0,0,0,0,200000,PD
2009,351,Prefectura del Departamento de Chuquisaca,13,5,0,DESARROLLO DE LA INDUSTRIA DEL TURISMO,DESAR. RUTA TURISTICA DEL CHE,0,240000,0,0,0,0,0,0,0,240000,PD
2009,351,Prefectura del Departamento de Chuquisaca,13,6,0,DESARROLLO DE LA INDUSTRIA DEL TURISMO,DESAR. RUTA TURISTICA DEL VINO Y LAS HACIENDAS,0,200000,0,0,0,0,0,0,0,200000,PD
2009,351,Prefectura del Departamento de Chuquisaca,13,7,0,DESARROLLO DE LA INDUSTRIA DEL TURISMO,ANALISIS ARQUEOLOGICO EN LOS CINTIS,0,120000,0,0,0,0,0,0,0,120000,PD
2009,351,Prefectura del Departamento de Chuquisaca,13,8,0,DESARROLLO DE LA INDUSTRIA DEL TURISMO,DESAR. ZONA FRANCA TURISCA ARTESANAL,0,64000,0,0,0,0,0,0,0,64000,PD
2009,351,Prefectura del Departamento de Chuquisaca,13,9,0,DESARROLLO DE LA INDUSTRIA DEL TURISMO,ANALISIS DE SEÑALIZACION TURISTICA,0,120000,0,0,0,0,0,0,0,120000,PD
2009,351,Prefectura del Departamento de Chuquisaca,13,10,0,DESARROLLO DE LA INDUSTRIA DEL TURISMO,CONST. CENTRO DE INTERPRET. PALEONTOLOGICA ICLA,0,0,0,128000,0,0,0,0,0,128000,PD
2009,351,Prefectura del Departamento de Chuquisaca,13,11,0,DESARROLLO DE LA INDUSTRIA DEL TURISMO,DESAR. TURISTICO CULTURAL TARABUCO,0,0,0,1500000,0,0,0,0,0,1500000,PD
2009,351,Prefectura del Departamento de Chuquisaca,14,-1,-1,DESARROLLO DE LA INFRAESTRUCTURA URBANA Y RURAL,NO DECLARADO,0,0,0,50813892,0,0,0,0,0,50813892,PD
2009,351,Prefectura del Departamento de Chuquisaca,14,1,0,DESARROLLO DE LA INFRAESTRUCTURA URBANA Y RURAL,CONST. ESTADIUM OLÍMPICO PATRIA FASE III,0,0,0,42383041,0,0,0,0,0,42383041,PD
2009,351,Prefectura del Departamento de Chuquisaca,14,2,0,DESARROLLO DE LA INFRAESTRUCTURA URBANA Y RURAL,CONST. SUBPREFECTURAS PROVINCIALES,0,0,0,963600,0,0,0,0,0,963600,PD
2009,351,Prefectura del Departamento de Chuquisaca,14,3,0,DESARROLLO DE LA INFRAESTRUCTURA URBANA Y RURAL,AMPL. Y REFACCIÓN COLISEO CERRADO J.R.A.,0,0,0,5000000,0,0,0,0,0,5000000,PD
